hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Anna Wennstig,11,longterm risk ischemic heart disease adjuvant radiotherapy breast cancer results large populationbased cohort,"A Wennstig, C Wadsten",breast cancer,2020.0,adjuvant radiotherapy (rt) breast cancer (bc) associated increased risk ischemic heart disease (ihd). we examined incidence ihd large population-based cohort women bc. the breast cancer database sweden (bcbase) includes,A Wennstig,gs
Anna Wennstig,11,predictive role her2status effectiveness endocrine adjuvant treatment postmenopausal breast cancer patients populationbased cohort ,"A Schiza, D Mauri, I Fredriksson, A Wennstig",breast cancer research,2021.0,purpose there conflicting results potential role her2-status efficacy aromatase inhibitors (ais) tamoxifen (tam) patients hormone receptor (hr)-positive breast cancer (bc). the purpose population-based cohort study investigate,A Wennstig,gs
Anna Wennstig,11,risk primary lung cancer adjuvant radiotherapy breast cancera large populationbased study,"A Wennstig, C Wadsten, H Garmo, M Johansson",npj breast,2021.0,"adjuvant radiotherapy (rt) breast cancer (bc) associated increased risk later radiation-induced lung cancer (lc). we examined risk primary lc population-based cohort 52300 women treated bc 1992 2012, 253796 age-…",A Wennstig,gs
Anna Wennstig,11,abstract p31201 risk ischemic heart disease adjuvant radiotherapy breast cancer,"A Wennstig, C Wadsten, H Garmo, F Wärnberg",,2019.0,"background:adjuvant radiotherapy (rt) breast cancer (bc) substantially reduces bc mortality loco-regional recurrences, incidental radiation exposure heart associated ischemic heart disease (ihd). we examined incidence ihd large",A Wennstig,gs
Antonios Valachis,15,aerosolized plus intravenous colistin versus intravenous colistin treatment ventilatorassociated pneumonia matched casecontrol study,"D Kofteridis, C Alexopoulou, A Valachis",clinical infectious,2010.0,objectives. the incidence ventilator-associated pneumonia (vap) multidrug-resistant (mdr) organisms increasing. intravenous (iv) colistin aerosolized (as) plus iv colistin recently treat life-threatening infections. the purpose study,A Valachis,gs
Antonios Valachis,15,epstein barr virus hepatitis,"D Kofteridis, M Koulentaki, A Valachis",european journal of,2011.0,"objectives epstein-barr virus (ebv) infection potential establish life-long, benign infections hosts. although biochemical evidence hepatocellular damage common, jaundice uncommon complete recovery rule. the present study describes",A Valachis,gs
Antonios Valachis,15,peritoneal dialysisassociated peritonitis clinical features predictors outcome,"D Kofteridis, A Valachis, K Perakis, S Maraki",international journal of,2010.0,"objectives the objective study identify epidemiological, clinical, microbiological factors affecting outcome peritoneal dialysis (pd)-associated peritonitis. methods all patients pd-associated peritonitis, cared university hospital",A Valachis,gs
Antonios Valachis,15,report analysis epidemiology clinical features management erysipelas,"K Krasagakis, A Valachis, P Maniatakis",,2010.0,background erysipelas superficial form cellulitis affecting upper dermis superficial lymphatics. the widespread use antibiotics affect clinical findings response therapy infectious disorders. the purpose study investigate,A Valachis,gs
Antonios Valachis,15,risk factors locoregional disease recurrence breastconserving therapy patients breast cancer treated neoadjuvant chemotherapy an ,"A Valachis, E Mamounas, E Mittendorf, N Hayashi",cancer,2018.0,background several studies reported high risk local disease recurrence (lr) locoregional disease recurrence (lrr) patients breast cancer neoadjuvant chemotherapy (nct) breast‐conserving therapy (bct). the objective current study,A Valachis,gs
Antonios Valachis,15,autoimmune disease patients diffuse large bcell lymphoma occurrence impact outcome,"C Mörth, A Valachis, A Sabaa, K Marshall",acta,2019.0,"background: patients certain autoimmune diseases (aid) increased risk developing diffuse large b-cell lymphoma (dlbcl). however, occurrence aid patients dlbcl impact aid outcome extensively studied. the",A Valachis,gs
Antonios Valachis,15,skin soft tissue infections patients solid tumours,"D Kofteridis, A Valachis, E Koutsounaki",the scientific world,2012.0,"background. skin soft tissue infections (sstis) cancer patients represent diagnostic challenge, etiologic diagnosis missing, clinical assessment severity difficult. few studies described (sstis) patients solid tumours (sts). patients",A Valachis,gs
Antonios Valachis,15,does omission vincristine patients diffuse large b cell lymphoma affect treatment outcome,"C Mörth, A Valachis, A Sabaa, D Molin",annals of,2018.0,"the standard treatment diffuse large b cell lymphoma (dlbcl) rituximab chop (cyclophosphamide, doxorubicin, vincristine (vcr), prednisone). maintaining high dose intensity cytotoxic treatment associated better outcome little known",A Valachis,gs
Antonios Valachis,15,hickman catheterrelated bacteremia caused gordonia sputi patient breast cancer,"D Kofteridis, A Valachis, E Scoulica",the journal of infection,2012.0,"the case hickman catheter-related bacteremia caused gordonia sputi patient breast cancer presented. blood cultures grew gram-positive rod, susceptible antimicrobials, subsequently identified 16s rrna gene sequencing gordonia sputi.",A Valachis,gs
Antonios Valachis,15,improved survival increased toxicity influenza vaccination cancer patients treated checkpoint inhibitors,"A Valachis, C Rosén, A Koliadi, E Digkas",,2021.0,"in international guidelines, influenza vaccination recommended cancer patients receiving antitumor treatment. whether recommendation include patients treated recently introduced widely checkpoint inhibitors (cpis) unclear. the",A Valachis,gs
Antonios Valachis,15,axillary evaluation setting preoperative ductal cancer situ dcis diagnosis do guidelines mis guide,"A Karakatsanis, A Valachis, L Pistioli",european journal of,2020.0,"background: sentinel lymph node dissection (slnd) routine dcis. size, grade mass-forming traditionally associated risk upgrade invasive cancer final pathology. guidelines advocate slnd risk invasion high sln",A Valachis,gs
Antonios Valachis,15,abstract ot3901 artificial intelligence supporting cancer patients europethe ascape project breast cancer patients,"A Valachis, S Autexier, I Grau, L Itu, D Jakotevic",,2021.0,"background many breast cancer patients experience adverse effects cancer treatment, considerably decrease quality life (qol). the current strategy supporting breast cancer patients meet needs limited personalized-based",A Valachis,gs
Antonios Valachis,15,metaanalysis randomized clinical evidence chemotherapy radiotherapy endocrine therapy breast cancer,A Valachis,,2012.0,"background: breast cancer frequently diagnosed cancer leading cause cancer death females worldwide. despite growing body randomized controlled trials (rcts) use treatment strategies (chemotherapy, endocrine",A Valachis,gs
Antonios Valachis,15,positivt uttryck för pdl1 genom testning med mcab sp263 inför immunoterapi vid ickesmåcellig lungcancer,"L Breimer, A Valachis, L Olsson",,2019.0,"conclusion it difficult grasp understand literature. few articles found, patient groups examined different proportion strong positive result varied greatly. no safe conclusions drawn wide",A Valachis,gs
Antonios Valachis,15,bleeding risk breast cancer patients concomitant administration warfarin tamoxifen a populationbased nested casecontrol study,"A Valachis, H Garmo, I Fredriksson, M Sund",the breast,2020.0,we aimed investigate concomitant use tamoxifen warfarin associated higher risk bleeding patients early estrogen‐receptor (er)‐positive breast population‐based nested case‐control study. we identified 1787 patients taking,A Valachis,gs
Elisabet Karlsson,5,loneliness despite presence othersadolescents experiences having parent ill cancer,"E Karlsson, K Andersson, B Ahlström",european journal of oncology,2013.0,aim the aim study young adults' perspectives experience having parent developed cancer young adult adolescent. method narrative interviews conducted young adults aged 20 26. the,E Karlsson,gs
Elisabet Karlsson,5,is individual complaint mechanism appropriate way correct imbalance civil political rights economic social cultural rights ,E Karlsson,,2014.0,"this thesis investigates individual complaint mechanism optional protocol international covenant economic social cultural rights, entered force may 2013. within united nations human rights history, economic social cultural rights",E Karlsson,gs
Elisabet Karlsson,5,studieoch yrkesvägledning grundskolan olika aktörers syn på syvverksamheten,E Karlsson,,2020.0,tidigare forskning har gång på gång visat att grundskolans elever inte kontinuerligt genom hela skoltiden får studie-och yrkesvägledning (syv) trots att styrdokumenten kräver detta. denna studie syftar till att få en djupare förståelse för vilka årskurser som får syv grundskolan,E Karlsson,gs
Elisabet Karlsson,5,orala hälsorelaterade livskvalitetsinstrument som har använts på äldre individeren litteraturstudie,E Karlsson,,2007.0,syfte: syftet med denna studie var att genom granskning av vetenskapliga artiklar analysera vilka orala hälsorelaterade livskvalitetsinstrument som har använts studier för att mäta den orala hälsorelaterade livskvaliteten hos äldre individer och hur instrumenten har använts.,E Karlsson,gs
Elisabet Karlsson,5,intrabedömarreliabilitet av palpation vid rekrytering av den djupa bukmuskulaturen hos patienter med ländryggsbesvär,E Karlsson,,2010.0,intrabedömarreliabilitet av palpation vid rekrytering av den djupa bukmuskulaturen hos patienter med ländryggsbesvär lund university lund university libraries lund university lup student papers lund university libraries register publications | statistics | marked,E Karlsson,gs
